learned,0.006,3,20,350,10,10,50000,2.447674882608317,0.94478084770219,0.6377952755905576,0.9520604545445478,0.6377952755905512
learned,0.001,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,0.011,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,0.001,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,0.016,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,0.001,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,1e-06,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,1e-06,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,1e-06,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,1e-06,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,1e-06,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,0.3,3,20,350,10,10,50,2.695389756200699,0.9839964270883222,0.5000000000000604,0.9926900584795322,0.5
learned,0.3,3,20,350,20,20,50,2.8250751625813715,0.9205451892084457,0.3186696093090614,0.9763033710402131,0.33925082110339666
learned,1.0,3,20,350,20,20,50,2.457028556122712,0.8849496597005531,0.48234396563692983,0.9388937809990441,0.33426817649834206
learned,1.0,3,20,350,20,20,50000,1.958591689791659,0.7564229841472913,0.26497588726986265,0.8469565951838643,0.16145590720441358
vild_and_pose,0.5,3,20,220,34,34,50000,2.7423535798654464,0.8763969388126475,0.5383399893621447,0.9434954919562681,0.5326244816612941
learned,1.0,3,20,350,10,10,50000,2.1514252238486082,0.8808982894681103,0.2703854667292839,0.9084734298771007,0.25949682283953496
pose,0.15,3,20,350,17,17,50000,2.623201458334529,0.88877924640472,0.008841189999905399,0.9340813202981155,0.008064856797417806
pose,0.2,3,20,350,17,17,50000,2.617463764084345,0.8885565181571226,0.028416719591218473,0.9337850969812026,0.02533969962806777
